Company,Year,KPI_Name,Value,Unit,GroundTruthCommonValue
Bridgestone,2011,Corporate units - United Arab Emirates,0.0,,
Bridgestone,2011,Corporate units - Yemen,0.0,,
Bridgestone,2011,Corporate units - Middle East,0.0,,
Bridgestone,2011,Corporate units - Total non renewable electricity purchased,10942923.6,,
Bridgestone,2011,Waste Production,2963999.347162908,,
Bridgestone,2011,Total amount of Waste,0.0,,0.0
Bridgestone,2011,Amount of waste sent to recovery,0.0,,0.0
Bridgestone,2011,Amount of waste sent to elimination,0.0,,
Bridgestone,2011,Waste recovery %,0.0,,
Bridgestone,2011,Waste elimination %,0.0,,
Bridgestone,2011,Waste Intensity - KPI,0.0,,
Bridgestone,2011,HS External Audit Sites,0.0,,
Bridgestone,2011,HS Internal Audit Sites,0.0,,
Bridgestone,2011,HS External Audit %,0.0,,
Bridgestone,2011,HS Internal Audit %,0.0,,
Bridgestone,2011,Total Employees,0.0,,
Bridgestone,2011,Female Employees,0.0,,
Bridgestone,2011,Female Employees %,0.0,,
Bridgestone,2011,Board Total,0.0,,
Bridgestone,2011,Female Board,0.0,,
Bridgestone,2011,Female Board %,0.0,,
Bridgestone,2011,SBT Total,0.0,,
Bridgestone,2011,SBT Validated,0.0,,
Bridgestone,2011,SBT Committed,0.0,,
Bridgestone,2011,SBT Non-Committed,0.0,,
Bridgestone,2012,Total no. of sites,28.0,,
Bridgestone,2012,ISO 14001 sites,24.0,,
Bridgestone,2012,% certified sites,0.8571428571428571,,
Bridgestone,2012,Production,3100769.121198412,,3100769.121198412
Bridgestone,2012,Water intake,26090127.09035653,,26090127.09035653
Bridgestone,2012,Water intake - KPI,8.414082464892772,,
Bridgestone,2012,Total Purchased Electricity,14831769.243857138,,
Bridgestone,2012,Renewable Electricity Purchased,1406857.502353575,,1406857.502353575
Bridgestone,2012,Non-Renewable Electricity Purchased,13030275.209270408,,13030275.209270408
Bridgestone,2012,Self-generated AND consumed electricity on-site,394636.5322331552,,394636.5322331552
Bridgestone,2012,Purchased Steam,2836797.93370692,,2836797.93370692
Bridgestone,2012,Sold Electricity,283233.6058746179,,283233.6058746179
Bridgestone,2012,Sold Steam,354632.9305478201,,354632.9305478201
Bridgestone,2012,Energy - Natural Gas,0.0,,0.0
Bridgestone,2012,Energy - Sub bituminous coal,0.0,,0.0
Bridgestone,2012,Energy - Brown coal briquettes,0.0,,0.0
Bridgestone,2012,Energy - Other bituminous coal,2393358.260702495,,2393358.260702495
Bridgestone,2012,Energy - Total Coal,2393358.260702495,,
Bridgestone,2012,Energy - Propane,0.0,,0.0
Bridgestone,2012,Energy - Fuel Oil Heavy A,93362.2377762412,,93362.2377762412
Bridgestone,2012,Energy - Fuel Oil Heavy C,0.0,,0.0
Bridgestone,2012,Energy - Fuel Oil,93362.2377762412,,
Bridgestone,2012,Energy - Diesel,0.0,,0.0
Bridgestone,2012,Energy - Petrol,0.0,,0.0
Bridgestone,2012,Energy - Biomass,0.0,,0.0
Bridgestone,2012,Energy - Waste tires,0.0,,0.0
Bridgestone,2012,Energy - LPG,0.0,,0.0
Bridgestone,2012,Energy - Other,0.0,,0.0
Bridgestone,2012,Total energy,19517421.13962036,,
Bridgestone,2012,Total energy - KPI,6.294380644527671,,
Bridgestone,2012,CO2 - Natural Gas,0.0,,
Bridgestone,2012,CO2 - Sub bituminous coal,0.0,,
Bridgestone,2012,CO2 - Brown coal briquettes,0.0,,
Bridgestone,2012,CO2 - Other bituminous coal,226411.69146245604,,
Bridgestone,2012,CO2 - Coal,226411.69146245604,,
Bridgestone,2012,CO2 - Propane,0.0,,
Bridgestone,2012,CO2 - Fuel Oil Heavy A,7226.237203881069,,
Bridgestone,2012,CO2 - Fuel Oil Heavy C,0.0,,
Bridgestone,2012,CO2 - Fuel Oil,7226.237203881069,,
Bridgestone,2012,CO2 - Diesel,0.0,,
Bridgestone,2012,CO2 - Petrol,0.0,,
Bridgestone,2012,CO2 - Biomass,0.0,,
Bridgestone,2012,CO2 - Waste Tires,0.0,,
Bridgestone,2012,CO2 - LPG,0.0,,
Bridgestone,2012,CO2 - Other,0.0,,
Bridgestone,2012,Total CO2 - Scope 1,233637.9286663371,,
Bridgestone,2012,Total CO2 - Scope 2,1628784.401158801,,
Bridgestone,2012,Total CO2,1862422.3298251384,,
Bridgestone,2012,Total CO2 - KPI,0.6006323776551713,,
Bridgestone,2012,Corporate units - Canada,323881.2,,
Bridgestone,2012,Corporate units -  Chile,0.0,,
Bridgestone,2012,Corporate units - Mexico,422708.4,,
Bridgestone,2012,Corporate units - United States,2687857.2,,
Bridgestone,2012,Corporate units - OECD Americas,0.0,,
Bridgestone,2012,Corporate units - Australia,0.0,,
Bridgestone,2012,Corporate units - Israel,0.0,,
Bridgestone,2012,Corporate units - Japan,2032308.0,,
Bridgestone,2012,Corporate units - Korea,0.0,,
Bridgestone,2012,Corporate units - New Zealand,0.0,,
Bridgestone,2012,Corporate units - OECD Asia Oceania,0.0,,
Bridgestone,2012,Corporate units - Austria,0.0,,
Bridgestone,2012,Corporate units - Belgium,0.0,,
Bridgestone,2012,Corporate units - Czech Republic,0.0,,
Bridgestone,2012,Corporate units - Denmark,0.0,,
Bridgestone,2012,Corporate units - Estonia,0.0,,
Bridgestone,2012,Corporate units - Finland,0.0,,
Bridgestone,2012,Corporate units - France,234694.8,,
Bridgestone,2012,Corporate units - Germany,0.0,,
Bridgestone,2012,Corporate units - Greece,0.0,,
Bridgestone,2012,Corporate units - Hungary,96944.4,,
Bridgestone,2012,Corporate units - Iceland,0.0,,
Bridgestone,2012,Corporate units - Ireland,0.0,,
Bridgestone,2012,Corporate units - Italy,80258.4,,
Bridgestone,2012,Corporate units - Luxembourg,0.0,,
Bridgestone,2012,Corporate units - Netherlands,0.0,,
Bridgestone,2012,Corporate units - Norway,0.0,,
Bridgestone,2012,Corporate units - Poland,531306.0,,
Bridgestone,2012,Corporate units - Portugal,0.0,,
Bridgestone,2012,Corporate units - Slovak Republic,0.0,,
Bridgestone,2012,Corporate units - Slovenia,0.0,,
Bridgestone,2012,Corporate units - Spain,591681.6,,
Bridgestone,2012,Corporate units - Sweden,0.0,,
Bridgestone,2012,Corporate units - Switzerland,0.0,,
Bridgestone,2012,Corporate units - Turkey,479332.8,,
Bridgestone,2012,Corporate units - United Kingdom,0.0,,
Bridgestone,2012,Corporate units - OECD Europe,0.0,,
Bridgestone,2012,Corporate units - European Union - 27,0.0,,
Bridgestone,2012,Corporate units - Non-OECD,,,
Bridgestone,2012,Corporate units - Albania,0.0,,
Bridgestone,2012,Corporate units - Armenia,0.0,,
Bridgestone,2012,Corporate units - Azerbaijan,0.0,,
Bridgestone,2012,Corporate units - Belarus,0.0,,
Bridgestone,2012,Corporate units - Bosnia and Herzegovina,0.0,,
Bridgestone,2012,Corporate units - Bulgaria,0.0,,
Bridgestone,2012,Corporate units - Croatia,0.0,,
Bridgestone,2012,Corporate units - Cyprus,0.0,,
Bridgestone,2012,Corporate units - Georgia,0.0,,
Bridgestone,2012,Corporate units - Gibraltar,0.0,,
Bridgestone,2012,Corporate units - Kazakhstan,0.0,,
Bridgestone,2012,Corporate units - Kosovo,0.0,,
Bridgestone,2012,Corporate units - Kyrgyzstan,0.0,,
Bridgestone,2012,Corporate units - Latvia,0.0,,
Bridgestone,2012,Corporate units - Lithuania,0.0,,
Bridgestone,2012,Corporate units - FYR of Macedonia,0.0,,
Bridgestone,2012,Corporate units - Malta,0.0,,
Bridgestone,2012,Corporate units - Republic of Moldova,0.0,,
Bridgestone,2012,Corporate units - Montenegro,0.0,,
Bridgestone,2012,Corporate units - Romania,0.0,,
Bridgestone,2012,Corporate units - Russian Federation,0.0,,
Bridgestone,2012,Corporate units - Serbia,0.0,,
Bridgestone,2012,Corporate units - Tajikistan,0.0,,
Bridgestone,2012,Corporate units - Turkmenistan,0.0,,
Bridgestone,2012,Corporate units - Ukraine,0.0,,
Bridgestone,2012,Corporate units - Uzbekistan,0.0,,
Bridgestone,2012,Corporate units - Non-OECD Europe and Eurasia,0.0,,
Bridgestone,2012,Corporate units - Algeria,0.0,,
Bridgestone,2012,Corporate units - Angola,0.0,,
Bridgestone,2012,Corporate units - Benin,0.0,,
Bridgestone,2012,Corporate units - Botswana,0.0,,
Bridgestone,2012,Corporate units - Cameroon,0.0,,
Bridgestone,2012,Corporate units - Congo,0.0,,
Bridgestone,2012,Corporate units - Dem. Rep. Of Congo,0.0,,
Bridgestone,2012,Corporate units - Côte d'Ivoire,0.0,,
Bridgestone,2012,Corporate units - Egypt,0.0,,
Bridgestone,2012,Corporate units - Eritrea,0.0,,
Bridgestone,2012,Corporate units - Ethiopia,0.0,,
Bridgestone,2012,Corporate units - Gabon,0.0,,
Bridgestone,2012,Corporate units - Ghana,0.0,,
Bridgestone,2012,Corporate units - Kenya,0.0,,
Bridgestone,2012,Corporate units - Libya,0.0,,
Bridgestone,2012,Corporate units - Morocco,0.0,,
Bridgestone,2012,Corporate units - Mozambique,0.0,,
Bridgestone,2012,Corporate units - Namibia,0.0,,
Bridgestone,2012,Corporate units - Nigeria,0.0,,
Bridgestone,2012,Corporate units - Senegal,0.0,,
Bridgestone,2012,Corporate units - South Africa,190857.6,,
Bridgestone,2012,Corporate units - Sudan,0.0,,
Bridgestone,2012,Corporate units - United Rep. Of Tanzania,0.0,,
Bridgestone,2012,Corporate units - Togo,0.0,,
Bridgestone,2012,Corporate units - Tunisia,0.0,,
Bridgestone,2012,Corporate units - Zambia,0.0,,
Bridgestone,2012,Corporate units - Zimbabwe,0.0,,
Bridgestone,2012,Corporate units - Other Africa,0.0,,
Bridgestone,2012,Corporate units - Africa,0.0,,
Bridgestone,2012,Corporate units - Bangladesh,0.0,,
Bridgestone,2012,Corporate units - Brunei Darussalam,0.0,,
Bridgestone,2012,Corporate units - Cambodia,0.0,,
Bridgestone,2012,Corporate units - Chinese Taipei,146563.2,,
Bridgestone,2012,Corporate units - India,232232.4,,
Bridgestone,2012,Corporate units - Indonesia,335235.6,,
Bridgestone,2012,Corporate units - DPR of Korea,0.0,,
Bridgestone,2012,Corporate units - Malaysia,0.0,,
Bridgestone,2012,Corporate units - Mongolia,0.0,,
Bridgestone,2012,Corporate units - Myanmar,0.0,,
Bridgestone,2012,Corporate units - Nepal,0.0,,
Bridgestone,2012,Corporate units - Pakistan,0.0,,
Bridgestone,2012,Corporate units - Philippines,0.0,,
Bridgestone,2012,Corporate units - Singapore,0.0,,
Bridgestone,2012,Corporate units - Sri Lanka,0.0,,
Bridgestone,2012,Corporate units - Thailand,880894.8,,
Bridgestone,2012,Corporate units - Vietnam,0.0,,
Bridgestone,2012,Corporate units - Other Asia,0.0,,
Bridgestone,2012,Corporate units - Asia,0.0,,
Bridgestone,2012,Corporate units - People's Rep. Of China,0.0,,
Bridgestone,2012,"Corporate units - Hong Kong, China",0.0,,
Bridgestone,2012,Corporate units - China,0.0,,
Bridgestone,2012,Corporate units - Argentina,151974.0,,
Bridgestone,2012,Corporate units - Bolivia,0.0,,
Bridgestone,2012,Corporate units - Brazil,768042.0,,
Bridgestone,2012,Corporate units - Colombia,0.0,,
Bridgestone,2012,Corporate units - Costa Rica,149666.4,,
Bridgestone,2012,Corporate units - Cuba,0.0,,
Bridgestone,2012,Corporate units - Dominican Republic,0.0,,
Bridgestone,2012,Corporate units - Ecuador,0.0,,
Bridgestone,2012,Corporate units - El Salvador,0.0,,
Bridgestone,2012,Corporate units - Guatemala,0.0,,
Bridgestone,2012,Corporate units - Haiti,0.0,,
Bridgestone,2012,Corporate units - Honduras,0.0,,
Bridgestone,2012,Corporate units - Jamaica,0.0,,
Bridgestone,2012,Corporate units - Netherlands Antilles,0.0,,
Bridgestone,2012,Corporate units - Nicaragua,0.0,,
Bridgestone,2012,Corporate units - Panama,0.0,,
Bridgestone,2012,Corporate units - Paraguay,0.0,,
Bridgestone,2012,Corporate units - Peru,0.0,,
Bridgestone,2012,Corporate units - Trinidad and Tobago,0.0,,
Bridgestone,2012,Corporate units - Uruguay,0.0,,
Bridgestone,2012,Corporate units - Venezuela,155430.0,,
Bridgestone,2012,Corporate units - Other Non-OECD Americas,0.0,,
Bridgestone,2012,Corporate units - Non-OECD Americas,0.0,,
Bridgestone,2012,Corporate units - Bahrain,0.0,,
Bridgestone,2012,Corporate units - Islamic Republic of Iran,0.0,,
Bridgestone,2012,Corporate units - Iraq,0.0,,
Bridgestone,2012,Corporate units - Jordan,0.0,,
Bridgestone,2012,Corporate units - Kuwait,0.0,,
Bridgestone,2012,Corporate units - Lebanon,0.0,,
Bridgestone,2012,Corporate units - Oman,0.0,,
Bridgestone,2012,Corporate units - Qatar,0.0,,
Bridgestone,2012,Corporate units - Saudi Arabia,0.0,,
Bridgestone,2012,Corporate units - Syrian Arab Republic,0.0,,
Bridgestone,2012,Corporate units - United Arab Emirates,0.0,,
Bridgestone,2012,Corporate units - Yemen,0.0,,
Bridgestone,2012,Corporate units - Middle East,0.0,,
Bridgestone,2012,Corporate units - Total non renewable electricity purchased,10491868.8,,
Bridgestone,2012,Waste Production,3100769.121198412,,
Bridgestone,2012,Total amount of Waste,0.0,,0.0
Bridgestone,2012,Amount of waste sent to recovery,0.0,,0.0
Bridgestone,2012,Amount of waste sent to elimination,0.0,,
Bridgestone,2012,Waste recovery %,0.0,,
Bridgestone,2012,Waste elimination %,0.0,,
Bridgestone,2012,Waste Intensity - KPI,0.0,,
Bridgestone,2012,HS External Audit Sites,0.0,,
Bridgestone,2012,HS Internal Audit Sites,0.0,,
Bridgestone,2012,HS External Audit %,0.0,,
Bridgestone,2012,HS Internal Audit %,0.0,,
Bridgestone,2012,Total Employees,0.0,,
Bridgestone,2012,Female Employees,0.0,,
Bridgestone,2012,Female Employees %,0.0,,
Bridgestone,2012,Board Total,0.0,,
Bridgestone,2012,Female Board,0.0,,
Bridgestone,2012,Female Board %,0.0,,
Bridgestone,2012,SBT Total,0.0,,
Bridgestone,2012,SBT Validated,0.0,,
Bridgestone,2012,SBT Committed,0.0,,
Bridgestone,2012,SBT Non-Committed,0.0,,
Bridgestone,2013,Total no. of sites,34.0,,
Bridgestone,2013,ISO 14001 sites,29.0,,
Bridgestone,2013,% certified sites,0.8529411764705882,,
Bridgestone,2013,Production,2994504.077612156,,2994504.077612156
Bridgestone,2013,Water intake,32844341.637284305,,32844341.637284305
Bridgestone,2013,Water intake - KPI,10.968207351206772,,
Bridgestone,2013,Total Purchased Electricity,18956918.60960294,,
Bridgestone,2013,Renewable Electricity Purchased,2758423.596865032,,2758423.596865032
Bridgestone,2013,Non-Renewable Electricity Purchased,15678683.275841448,,15678683.275841448
Bridgestone,2013,Self-generated AND consumed electricity on-site,519811.7368964597,,519811.7368964597
Bridgestone,2013,Purchased Steam,1281576.0696612345,,1281576.0696612345
Bridgestone,2013,Sold Electricity,189776.045746193,,189776.045746193
Bridgestone,2013,Sold Steam,783882.6210244857,,783882.6210244857
Bridgestone,2013,Energy - Natural Gas,0.0,,0.0
Bridgestone,2013,Energy - Sub bituminous coal,5410614.075246235,,5410614.075246235
Bridgestone,2013,Energy - Brown coal briquettes,1430432.9116755088,,1430432.9116755088
Bridgestone,2013,Energy - Other bituminous coal,897970.5374310116,,897970.5374310116
Bridgestone,2013,Energy - Total Coal,7739017.524352756,,
Bridgestone,2013,Energy - Propane,0.0,,0.0
Bridgestone,2013,Energy - Fuel Oil Heavy A,711960.8388370665,,711960.8388370665
Bridgestone,2013,Energy - Fuel Oil Heavy C,94588.41922146422,,94588.41922146422
Bridgestone,2013,Energy - Fuel Oil,806549.2580585307,,
Bridgestone,2013,Energy - Diesel,0.0,,0.0
Bridgestone,2013,Energy - Petrol,0.0,,0.0
Bridgestone,2013,Energy - Biomass,0.0,,0.0
Bridgestone,2013,Energy - Waste tires,0.0,,0.0
Bridgestone,2013,Energy - LPG,0.0,,0.0
Bridgestone,2013,Energy - Other,0.0,,0.0
Bridgestone,2013,Total energy,27810402.79490478,,
Bridgestone,2013,Total energy - KPI,9.2871480799856,,
Bridgestone,2013,CO2 - Natural Gas,0.0,,
Bridgestone,2013,CO2 - Sub bituminous coal,519960.0126311632,,
Bridgestone,2013,CO2 - Brown coal briquettes,139467.2088883621,,
Bridgestone,2013,CO2 - Other bituminous coal,84948.0128409737,,
Bridgestone,2013,CO2 - Coal,744375.2343604991,,
Bridgestone,2013,CO2 - Propane,0.0,,
Bridgestone,2013,CO2 - Fuel Oil Heavy A,55105.76892598895,,
Bridgestone,2013,CO2 - Fuel Oil Heavy C,7321.143647741331,,
Bridgestone,2013,CO2 - Fuel Oil,62426.91257373028,,
Bridgestone,2013,CO2 - Diesel,0.0,,
Bridgestone,2013,CO2 - Petrol,0.0,,
Bridgestone,2013,CO2 - Biomass,0.0,,
Bridgestone,2013,CO2 - Waste Tires,0.0,,
Bridgestone,2013,CO2 - LPG,0.0,,
Bridgestone,2013,CO2 - Other,0.0,,
Bridgestone,2013,Total CO2 - Scope 1,806802.1469342293,,
Bridgestone,2013,Total CO2 - Scope 2,1959835.409480181,,
Bridgestone,2013,Total CO2,2766637.5564144105,,
Bridgestone,2013,Total CO2 - KPI,0.92390508902581,,
Bridgestone,2013,Corporate units - Canada,372430.8,,
Bridgestone,2013,Corporate units -  Chile,0.0,,
Bridgestone,2013,Corporate units - Mexico,420015.6,,
Bridgestone,2013,Corporate units - United States,2783073.6,,
Bridgestone,2013,Corporate units - OECD Americas,0.0,,
Bridgestone,2013,Corporate units - Australia,0.0,,
Bridgestone,2013,Corporate units - Israel,0.0,,
Bridgestone,2013,Corporate units - Japan,2005117.2,,
Bridgestone,2013,Corporate units - Korea,0.0,,
Bridgestone,2013,Corporate units - New Zealand,0.0,,
Bridgestone,2013,Corporate units - OECD Asia Oceania,0.0,,
Bridgestone,2013,Corporate units - Austria,0.0,,
Bridgestone,2013,Corporate units - Belgium,0.0,,
Bridgestone,2013,Corporate units - Czech Republic,0.0,,
Bridgestone,2013,Corporate units - Denmark,0.0,,
Bridgestone,2013,Corporate units - Estonia,0.0,,
Bridgestone,2013,Corporate units - Finland,0.0,,
Bridgestone,2013,Corporate units - France,215974.8,,
Bridgestone,2013,Corporate units - Germany,0.0,,
Bridgestone,2013,Corporate units - Greece,0.0,,
Bridgestone,2013,Corporate units - Hungary,113270.4,,
Bridgestone,2013,Corporate units - Iceland,0.0,,
Bridgestone,2013,Corporate units - Ireland,0.0,,
Bridgestone,2013,Corporate units - Italy,22906.8,,
Bridgestone,2013,Corporate units - Luxembourg,0.0,,
Bridgestone,2013,Corporate units - Netherlands,0.0,,
Bridgestone,2013,Corporate units - Norway,0.0,,
Bridgestone,2013,Corporate units - Poland,562172.4,,
Bridgestone,2013,Corporate units - Portugal,0.0,,
Bridgestone,2013,Corporate units - Slovak Republic,0.0,,
Bridgestone,2013,Corporate units - Slovenia,0.0,,
Bridgestone,2013,Corporate units - Spain,586738.8,,
Bridgestone,2013,Corporate units - Sweden,0.0,,
Bridgestone,2013,Corporate units - Switzerland,0.0,,
Bridgestone,2013,Corporate units - Turkey,493149.6,,
Bridgestone,2013,Corporate units - United Kingdom,0.0,,
Bridgestone,2013,Corporate units - OECD Europe,0.0,,
Bridgestone,2013,Corporate units - European Union - 27,0.0,,
Bridgestone,2013,Corporate units - Non-OECD,,,
Bridgestone,2013,Corporate units - Albania,0.0,,
Bridgestone,2013,Corporate units - Armenia,0.0,,
Bridgestone,2013,Corporate units - Azerbaijan,0.0,,
Bridgestone,2013,Corporate units - Belarus,0.0,,
Bridgestone,2013,Corporate units - Bosnia and Herzegovina,0.0,,
Bridgestone,2013,Corporate units - Bulgaria,0.0,,
Bridgestone,2013,Corporate units - Croatia,0.0,,
Bridgestone,2013,Corporate units - Cyprus,0.0,,
Bridgestone,2013,Corporate units - Georgia,0.0,,
Bridgestone,2013,Corporate units - Gibraltar,0.0,,
Bridgestone,2013,Corporate units - Kazakhstan,0.0,,
Bridgestone,2013,Corporate units - Kosovo,0.0,,
Bridgestone,2013,Corporate units - Kyrgyzstan,0.0,,
Bridgestone,2013,Corporate units - Latvia,0.0,,
Bridgestone,2013,Corporate units - Lithuania,0.0,,
Bridgestone,2013,Corporate units - FYR of Macedonia,0.0,,
Bridgestone,2013,Corporate units - Malta,0.0,,
Bridgestone,2013,Corporate units - Republic of Moldova,0.0,,
Bridgestone,2013,Corporate units - Montenegro,0.0,,
Bridgestone,2013,Corporate units - Romania,0.0,,
Bridgestone,2013,Corporate units - Russian Federation,0.0,,
Bridgestone,2013,Corporate units - Serbia,0.0,,
Bridgestone,2013,Corporate units - Tajikistan,0.0,,
Bridgestone,2013,Corporate units - Turkmenistan,0.0,,
Bridgestone,2013,Corporate units - Ukraine,0.0,,
Bridgestone,2013,Corporate units - Uzbekistan,0.0,,
Bridgestone,2013,Corporate units - Non-OECD Europe and Eurasia,0.0,,
Bridgestone,2013,Corporate units - Algeria,0.0,,
Bridgestone,2013,Corporate units - Angola,0.0,,
Bridgestone,2013,Corporate units - Benin,0.0,,
Bridgestone,2013,Corporate units - Botswana,0.0,,
Bridgestone,2013,Corporate units - Cameroon,0.0,,
Bridgestone,2013,Corporate units - Congo,0.0,,
Bridgestone,2013,Corporate units - Dem. Rep. Of Congo,0.0,,
Bridgestone,2013,Corporate units - Côte d'Ivoire,0.0,,
Bridgestone,2013,Corporate units - Egypt,0.0,,
Bridgestone,2013,Corporate units - Eritrea,0.0,,
Bridgestone,2013,Corporate units - Ethiopia,0.0,,
Bridgestone,2013,Corporate units - Gabon,0.0,,
Bridgestone,2013,Corporate units - Ghana,0.0,,
Bridgestone,2013,Corporate units - Kenya,0.0,,
Bridgestone,2013,Corporate units - Libya,0.0,,
Bridgestone,2013,Corporate units - Morocco,0.0,,
Bridgestone,2013,Corporate units - Mozambique,0.0,,
Bridgestone,2013,Corporate units - Namibia,0.0,,
Bridgestone,2013,Corporate units - Nigeria,0.0,,
Bridgestone,2013,Corporate units - Senegal,0.0,,
Bridgestone,2013,Corporate units - South Africa,153986.4,,
Bridgestone,2013,Corporate units - Sudan,0.0,,
Bridgestone,2013,Corporate units - United Rep. Of Tanzania,0.0,,
Bridgestone,2013,Corporate units - Togo,0.0,,
Bridgestone,2013,Corporate units - Tunisia,0.0,,
Bridgestone,2013,Corporate units - Zambia,0.0,,
Bridgestone,2013,Corporate units - Zimbabwe,0.0,,
Bridgestone,2013,Corporate units - Other Africa,0.0,,
Bridgestone,2013,Corporate units - Africa,0.0,,
Bridgestone,2013,Corporate units - Bangladesh,0.0,,
Bridgestone,2013,Corporate units - Brunei Darussalam,0.0,,
Bridgestone,2013,Corporate units - Cambodia,0.0,,
Bridgestone,2013,Corporate units - Chinese Taipei,116294.4,,
Bridgestone,2013,Corporate units - India,214002.0,,
Bridgestone,2013,Corporate units - Indonesia,380070.0,,
Bridgestone,2013,Corporate units - DPR of Korea,0.0,,
Bridgestone,2013,Corporate units - Malaysia,0.0,,
Bridgestone,2013,Corporate units - Mongolia,0.0,,
Bridgestone,2013,Corporate units - Myanmar,0.0,,
Bridgestone,2013,Corporate units - Nepal,0.0,,
Bridgestone,2013,Corporate units - Pakistan,0.0,,
Bridgestone,2013,Corporate units - Philippines,0.0,,
Bridgestone,2013,Corporate units - Singapore,0.0,,
Bridgestone,2013,Corporate units - Sri Lanka,0.0,,
Bridgestone,2013,Corporate units - Thailand,1013335.2,,
Bridgestone,2013,Corporate units - Vietnam,0.0,,
Bridgestone,2013,Corporate units - Other Asia,0.0,,
Bridgestone,2013,Corporate units - Asia,0.0,,
Bridgestone,2013,Corporate units - People's Rep. Of China,0.0,,
Bridgestone,2013,"Corporate units - Hong Kong, China",0.0,,
Bridgestone,2013,Corporate units - China,0.0,,
Bridgestone,2013,Corporate units - Argentina,175701.6,,
Bridgestone,2013,Corporate units - Bolivia,0.0,,
Bridgestone,2013,Corporate units - Brazil,825102.0,,
Bridgestone,2013,Corporate units - Colombia,0.0,,
Bridgestone,2013,Corporate units - Costa Rica,156330.0,,
Bridgestone,2013,Corporate units - Cuba,0.0,,
Bridgestone,2013,Corporate units - Dominican Republic,0.0,,
Bridgestone,2013,Corporate units - Ecuador,0.0,,
Bridgestone,2013,Corporate units - El Salvador,0.0,,
Bridgestone,2013,Corporate units - Guatemala,0.0,,
Bridgestone,2013,Corporate units - Haiti,0.0,,
Bridgestone,2013,Corporate units - Honduras,0.0,,
Bridgestone,2013,Corporate units - Jamaica,0.0,,
Bridgestone,2013,Corporate units - Netherlands Antilles,0.0,,
Bridgestone,2013,Corporate units - Nicaragua,0.0,,
Bridgestone,2013,Corporate units - Panama,0.0,,
Bridgestone,2013,Corporate units - Paraguay,0.0,,
Bridgestone,2013,Corporate units - Peru,0.0,,
Bridgestone,2013,Corporate units - Trinidad and Tobago,0.0,,
Bridgestone,2013,Corporate units - Uruguay,0.0,,
Bridgestone,2013,Corporate units - Venezuela,147214.8,,
Bridgestone,2013,Corporate units - Other Non-OECD Americas,0.0,,
Bridgestone,2013,Corporate units - Non-OECD Americas,0.0,,
Bridgestone,2013,Corporate units - Bahrain,0.0,,
Bridgestone,2013,Corporate units - Islamic Republic of Iran,0.0,,
Bridgestone,2013,Corporate units - Iraq,0.0,,
Bridgestone,2013,Corporate units - Jordan,0.0,,
Bridgestone,2013,Corporate units - Kuwait,0.0,,
Bridgestone,2013,Corporate units - Lebanon,0.0,,
Bridgestone,2013,Corporate units - Oman,0.0,,
Bridgestone,2013,Corporate units - Qatar,0.0,,
Bridgestone,2013,Corporate units - Saudi Arabia,0.0,,
Bridgestone,2013,Corporate units - Syrian Arab Republic,0.0,,
Bridgestone,2013,Corporate units - United Arab Emirates,0.0,,
Bridgestone,2013,Corporate units - Yemen,0.0,,
Bridgestone,2013,Corporate units - Middle East,0.0,,
Bridgestone,2013,Corporate units - Total non renewable electricity purchased,10756886.4,,
Bridgestone,2013,Waste Production,2994504.077612156,,
Bridgestone,2013,Total amount of Waste,0.0,,0.0
Bridgestone,2013,Amount of waste sent to recovery,0.0,,0.0
Bridgestone,2013,Amount of waste sent to elimination,0.0,,
Bridgestone,2013,Waste recovery %,0.0,,
Bridgestone,2013,Waste elimination %,0.0,,
Bridgestone,2013,Waste Intensity - KPI,0.0,,
Bridgestone,2013,HS External Audit Sites,0.0,,
Bridgestone,2013,HS Internal Audit Sites,0.0,,
Bridgestone,2013,HS External Audit %,0.0,,
Bridgestone,2013,HS Internal Audit %,0.0,,
Bridgestone,2013,Total Employees,0.0,,
Bridgestone,2013,Female Employees,0.0,,
Bridgestone,2013,Female Employees %,0.0,,
Bridgestone,2013,Board Total,0.0,,
Bridgestone,2013,Female Board,0.0,,
Bridgestone,2013,Female Board %,0.0,,
Bridgestone,2013,SBT Total,0.0,,
Bridgestone,2013,SBT Validated,0.0,,
Bridgestone,2013,SBT Committed,0.0,,
Bridgestone,2013,SBT Non-Committed,0.0,,
Bridgestone,2014,Total no. of sites,34.0,,
Bridgestone,2014,ISO 14001 sites,28.0,,
Bridgestone,2014,% certified sites,0.8235294117647058,,
Bridgestone,2014,Production,3149120.6833431902,,3149120.6833431902
Bridgestone,2014,Water intake,33013533.757241253,,33013533.757241253
Bridgestone,2014,Water intake - KPI,10.483413332445934,,
Bridgestone,2014,Total Purchased Electricity,20945802.31750556,,
Bridgestone,2014,Renewable Electricity Purchased,3270084.19791226,,3270084.19791226
Bridgestone,2014,Non-Renewable Electricity Purchased,16846580.06849962,,16846580.06849962
Bridgestone,2014,Self-generated AND consumed electricity on-site,829138.0510936758,,829138.0510936758
Bridgestone,2014,Purchased Steam,2068419.600111464,,2068419.600111464
Bridgestone,2014,Sold Electricity,178217.87725992707,,178217.87725992707
Bridgestone,2014,Sold Steam,647899.6101584836,,647899.6101584836
Bridgestone,2014,Energy - Natural Gas,0.0,,0.0
